A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
-0.06901598,0.5822307,-0.014172494,-0.113321066,0.01702024,0.12344426,0.10079709,-0.050256424,0.429163,0.5274344,-0.044238836,0.2067987,0.5548222,0.44165516,-0.10841757,0.15906689
-0.08643687,0.47114128,-0.07002647,0.106871545,0.11548993,0.048023596,-0.023899764,0.13176057,0.4580177,0.71162474,-0.05828648,-0.00867185,0.64091825,0.39697713,0.13613653,0.2037783
0.13384008,0.47934264,-0.013070345,-0.100018576,0.03554569,0.1273537,-0.10885864,0.11988932,0.2208147,0.7832204,0.037365034,0.24904156,0.69225734,0.51345885,0.025904953,0.31511128
-0.033956982,0.4933367,-0.13231145,0.10339907,-0.031159438,0.107859164,0.021759704,0.033109963,0.15468119,0.47133195,0.110035986,0.25269863,0.7787272,0.70112574,-0.10683321,0.28579527
0.04809679,0.4692405,-0.07426111,0.0021588355,-0.09569811,0.09448722,0.000552088,0.12867692,0.41038603,0.40083578,-0.077332936,0.39739594,0.934381,0.60560405,-0.017146736,0.048654467
-0.1428876,0.23854704,0.067726865,0.070742175,0.12461883,0.036764383,-0.022118464,0.09431912,0.003511712,0.7753172,0.12312549,0.28341833,0.8269154,0.0894883,-0.0152232945,0.2502035
-0.027683653,0.6453326,0.07932092,-0.10383198,-0.116556734,0.0002078414,-0.06709035,0.014372095,0.13838816,0.40347254,-0.082081676,0.40926087,0.18566644,0.5140713,0.008684114,0.3174122
0.14802891,0.5116174,0.10657224,-0.0061297417,-0.14319858,-0.11431207,0.11179796,0.10579699,0.1506395,0.12730852,0.10488352,0.34422922,0.77258456,0.4278921,0.043293193,0.47986427
0.14553434,0.66763026,0.09714252,-0.046821356,-0.14875296,-0.07790358,-0.03456588,0.1110912,0.19638926,0.49563718,0.019667804,0.24937734,0.6086036,0.83546495,0.09538077,0.38813803
0.015012786,0.4862696,-0.12182032,-0.11137235,-0.024239048,-0.009337544,0.09785128,0.027629554,0.3960786,0.32726884,0.05412279,0.17764214,0.81946313,0.5285436,-0.022745922,0.39951205
0.1342664,0.48603243,-0.11996892,-0.11130555,0.11252162,0.06632002,-0.13099734,0.096537605,0.017075524,0.64220864,0.08735137,0.3384571,0.6299916,0.73452747,-0.02189517,0.12957501
0.023759723,0.3457558,-0.037005477,-0.10147992,0.14621866,-0.14341973,-0.14687186,0.13437015,0.17481226,0.24155657,0.05700557,0.33999962,0.99318314,0.3188256,0.09481242,0.41339642
0.003013447,0.78526306,0.020052046,0.0854315,-0.07924759,-0.061810546,0.1199463,0.09802356,0.45363483,0.19637987,-0.07655871,0.100978486,0.48642245,0.6783824,-0.037477955,0.40720165
0.09497158,0.63044846,0.035579205,-0.07650569,-0.07952222,0.074418604,0.0783066,0.023747653,0.22712572,0.6206771,-0.020944804,0.1421291,0.75135636,0.69481444,0.052766174,0.3683079
0.032904074,0.5285021,0.06337057,0.073377445,0.11393145,-0.07578418,0.008911133,-0.08702027,0.30080563,0.24982604,-0.012612626,0.13377549,0.7111615,0.646734,0.09887852,0.3802383
0.12721044,0.5183047,0.12664273,0.13161388,-0.0062045157,0.039977387,-0.09541078,0.06697741,0.31880993,0.5204643,-0.012213811,0.18148479,0.6924857,0.52294326,-0.14483753,0.23881578
0.08288728,0.63841736,0.10337353,-0.03924349,-0.046033196,-0.024386749,0.04127997,-0.04221665,0.48947927,0.52240795,0.11122665,0.45144945,0.75295985,0.36118245,-0.11869837,-0.049243405
0.024574786,0.23526923,0.067846894,-0.08858375,-0.002347976,-0.06243085,0.011004493,-0.0141427815,0.35506076,0.56648093,-0.08623776,0.3632455,0.6239722,0.15859555,0.06477727,0.1765553
0.031514704,0.3608266,0.0020806938,0.103710294,-0.07679081,0.056122288,0.11417049,-0.093814306,0.19845976,0.5667504,0.09727703,0.19602267,0.33341768,0.558959,-0.010126665,-0.04507649
-0.05402477,0.22711387,0.04196967,-0.1053502,-0.13178161,0.14429891,-0.056109384,0.0329808,0.12744832,0.63129896,0.09132573,0.066953234,0.6172448,0.079799384,0.04004994,0.35515258
-0.054484196,0.51080626,-0.07715507,0.14650533,-0.039072976,-0.07492254,-0.023463145,-0.07511083,0.20003082,0.19790922,-0.004077673,0.20960155,0.32737914,0.72339857,-0.1402382,0.26757964
-0.087286755,0.529455,-0.0067254603,0.008998841,-0.1301632,0.047747403,-0.057597257,-0.13988933,0.34434545,0.4705268,0.011807159,0.37268913,0.91136044,0.3994909,0.042678908,0.30378613
0.12845692,0.610946,-0.14652824,0.105498254,0.06818847,-0.11477132,0.02819699,0.09076698,0.20235552,0.46435958,-0.06450287,0.16021958,0.67536217,0.699543,0.13881764,0.3515138
-0.113042705,0.62998396,0.01752016,0.081883505,-0.12975566,-0.0046311617,0.06175591,-0.03097304,0.46990544,0.58164346,-0.07277717,0.2747692,0.8196387,0.46932465,0.05779217,0.21637829
-0.030693948,0.41617188,0.06442994,0.098330066,-0.14958778,-0.103807144,-0.13903648,-0.09943863,0.21580939,0.7773991,0.02223827,0.027866587,0.81264627,0.5635883,-0.067466035,0.35839358
0.09531619,0.6109698,0.12816289,-0.02193831,-0.09287827,0.10442197,-0.083141886,0.097117394,0.15814063,0.6477207,-0.10910824,0.31860203,0.7533304,0.6360545,-0.04910984,0.49128434
-0.11992861,0.60798854,-0.07603076,0.02166906,-0.048993878,0.13403013,0.13640285,-0.008155629,0.0915052,0.23486444,-0.11437099,0.47305927,0.7262108,0.6016563,-0.14637858,0.43580323
0.112600625,0.7716073,-0.024822593,-0.024873614,0.08295749,0.083541736,-0.061100453,0.13385695,0.30372965,0.3123789,0.030695736,0.2862484,0.63053524,0.54254764,0.10846043,0.2661712
-0.11007702,0.575704,0.017676726,-0.0825594,-0.111990154,0.04145311,-0.023751616,0.042264983,0.23868148,0.38831767,-0.04812307,0.163659,0.87984204,0.5592531,-0.017072067,0.329159
0.078280255,0.7065202,-0.1284716,0.119555086,0.053297058,-0.10040383,0.009680808,0.14604136,0.11490671,0.37022617,-0.10409258,0.22920038,0.8442103,0.5416406,0.017825767,0.47596714
0.14529267,0.5655692,-0.015720665,0.061569706,-0.13038993,0.038590074,0.020167857,-0.1327401,0.15814073,0.4613316,-0.057571776,0.3818683,0.7315816,0.6612784,0.10000116,0.25795132
-0.1396163,0.5813793,-0.026760347,0.081270546,-0.1480118,-0.09693286,-0.13003962,-0.08175618,0.35798275,0.5782381,-0.025952414,0.18550563,0.6632272,0.36646116,0.12273088,0.49554756
0.10183999,0.59525,-0.12541673,-0.10563573,0.13457114,-0.09325893,-0.009566367,0.056436867,0.24677408,0.62149423,0.14286485,0.09407602,0.6062453,0.7187315,-0.02252692,0.29533976
0.007742569,0.39542258,-0.013116449,0.14752391,-0.119812764,0.12638748,0.06361379,0.060993046,0.082705446,0.26903123,-0.13528758,0.40403908,0.71821237,0.68329775,-0.048435815,0.49973962
-0.018618226,0.5857042,0.09786858,0.12986946,-0.08672574,-0.0013201535,0.13106963,-0.03710776,0.2771452,0.376724,0.040253177,0.0534269,0.8321539,0.763345,-0.017573565,0.48629227
-0.051806204,0.69524646,-0.1414957,0.078568965,-0.10940212,0.04042098,-0.070830114,-0.010678619,0.11190812,0.63000816,-0.0063544363,0.3054804,0.97303385,0.8144899,-0.0021758229,0.3167838
0.14801714,0.65664154,0.12620398,-0.04131666,0.102399945,0.14129564,0.015811816,0.047606334,0.0995262,0.47240755,-0.11414701,0.46459836,1.0148458,0.44791573,-0.059372723,0.37045017
-0.09512122,0.71074444,-0.017539158,0.018375665,0.07593644,-0.089586124,0.0237834,0.00021243095,0.29686165,0.1627661,0.07883032,0.4937734,0.72456926,0.6695472,-0.1320234,0.21748435
-0.13015115,0.40463245,-0.002398342,0.004569128,-0.06439487,0.11813578,-0.05070319,-0.062109023,0.38580942,0.47523266,-0.118884556,0.0967976,0.92730117,0.3394914,-0.007751927,0.3590798
0.07876004,0.5951716,0.106561095,0.034267604,0.04798062,0.12714323,0.090228274,-0.019601256,0.039265223,0.64239436,0.05976866,0.13501376,0.57380974,0.6871369,0.051057085,0.2944871
0.042846784,0.4545915,-0.037777267,0.034562483,0.14738065,0.10292646,0.10943025,0.06265184,0.1088897,0.3698281,-0.031672187,0.32823718,0.79928255,0.40173924,0.13824084,0.22910976
-0.09924127,0.60286,-0.09333609,0.07796475,-0.102111235,-0.034518264,0.041890904,0.104299754,0.35174188,0.38422891,-0.032724366,0.097714126,0.70457107,0.4429572,-0.10119671,0.5191209
-0.067957826,0.61137944,-0.011909783,0.015318155,-0.015396029,-0.13668588,-0.0341682,0.10045269,0.31729153,0.5529418,-0.06609162,0.4375429,0.80124706,0.8299843,0.08936809,0.19257407
-0.034407504,0.3188472,-0.13076685,0.069604084,0.0055119097,-0.089227155,-0.094061136,0.12608004,0.4164875,0.5987821,0.062561646,0.20784983,0.95256865,0.40560973,0.011830717,0.070337914
-0.035842575,0.29109627,-0.04044108,0.03408739,-0.023358643,0.09011416,-0.1496805,-0.092021376,-0.0055236667,0.81462467,0.036865816,0.2502773,0.6670277,0.28364235,-0.13598691,0.16210993
-0.039916493,0.4136561,-0.07462567,0.12744644,0.032302022,-0.059758514,-0.12561981,-0.026842281,0.4420554,0.053809345,-0.08091292,0.13611084,0.52011,0.35126698,0.028651536,0.23970546
0.029372066,0.6305762,0.007688299,-0.11500639,0.14571008,0.117034495,0.046061575,-0.10068804,0.17087881,0.6903573,0.06299168,0.16140392,0.5250451,0.6211207,-0.1466915,0.28231013
0.005662352,0.44116604,-0.06405005,0.13475591,-0.014176711,-0.074430674,-0.027372159,0.018974423,0.4579837,0.09983362,-0.008168697,0.09346999,0.8369623,0.58413196,-0.0071996897,0.5198303
0.13846049,0.8683805,0.0073628724,-0.13343029,-0.03498765,-0.12728396,0.028934345,0.11723825,0.09704237,0.7588059,-0.097948164,0.3445747,0.65945226,0.65090156,-0.055486612,0.044642113
-0.07332167,0.35301554,-0.11018812,-0.015980303,0.1050075,0.12843311,0.14089808,0.13131356,0.094322905,0.06530072,-0.039620236,0.10800158,0.75329953,0.15176885,-0.070542604,0.21870415
-0.06834364,0.35772288,0.11915383,0.14393756,-0.023142159,-0.07877788,-0.0058116317,-0.06498006,0.41536713,0.20480141,-0.00843972,0.43546626,0.2955537,0.54488647,-0.023908377,0.25669783
0.115285814,0.3609314,-0.11597957,-0.1284963,0.085008025,-0.050997682,0.06641431,0.08669835,0.2769069,0.7478267,0.03252846,0.2164177,0.8527243,0.56134236,-0.04848983,0.011130512
0.035801753,0.20126957,-0.02051714,-0.09551418,-0.01699856,-0.0069286823,-0.0100393,-0.056123756,0.21651319,0.49091294,-0.08206111,0.26526117,0.7074013,0.20085946,-0.07373602,0.27787152
-0.11697914,0.41658664,0.1400615,-0.009424031,0.114749104,-0.022687316,0.097696826,0.10481772,0.3343714,0.23547813,-0.07285398,0.16443674,0.36325723,0.4221688,0.047153503,0.097345926
0.03791879,0.23300433,0.13723403,0.02979736,-0.044656187,0.110978276,-0.085952304,0.051510215,0.14867774,0.6053104,0.0068942755,0.3812077,0.6629206,0.25974432,0.10803047,0.24198122
0.11831948,0.59686124,-0.015658394,-0.07727868,0.07414617,-0.08560857,0.091144055,0.06292705,0.25495625,0.32343048,-0.022256777,0.4493389,0.36947173,0.5235222,-0.09919746,0.08581784
0.11720246,0.41296062,0.045917466,0.13775492,0.13836432,-0.047744177,-0.06735402,-0.117936306,0.36967665,0.4580367,-0.0907546,0.04413195,0.671595,0.35709172,-0.082570255,0.34390664
-0.121772245,0.5981716,-0.084364384,0.054340705,0.06196098,-0.018271223,-0.039810263,-0.12503198,0.4228301,0.7479304,0.030415595,0.24461187,0.62021387,0.53654164,0.06290276,0.42265868
0.14087501,0.707705,0.018271014,-0.11272895,-0.022654086,-0.05393488,0.059953228,-0.057876796,0.119115174,0.6758431,-0.011733592,0.31496716,0.71247673,0.52491707,0.14825392,0.27435896
-0.002676487,0.65650225,0.05027093,-0.14555363,-0.04069957,-0.047809057,-0.009471342,0.13499731,0.4063883,0.118755035,-0.10868648,0.15364245,0.77103376,0.43297368,-0.1000795,0.022060856
0.057377815,0.19453949,0.029333323,0.1482518,-0.08699427,0.07730901,0.062013984,0.122504115,0.27895963,0.37723768,-0.084323145,0.32111666,0.66953504,0.20524515,0.015321612,0.13306974
0.017357767,0.35084632,0.095697716,-0.0647,-0.12759562,-0.08166569,0.107399195,-0.00453417,0.12831111,0.7273086,-0.1373701,0.26416034,0.46896875,0.5113617,0.13016671,0.19048063
0.09451853,0.50123084,-0.14666353,-0.022411972,0.09182535,0.09721635,0.11486155,-0.14584784,0.45933944,0.23485917,0.10765606,0.41073272,0.73688096,0.49978817,0.050080746,0.35128647
-0.028816618,0.47346368,-0.09235239,0.1378423,0.10024446,-0.021054372,-0.11129746,0.083635196,0.3542882,0.77613056,0.038928658,0.2948842,0.83567643,0.4630884,0.0038645118,0.2654615
0.1345998,0.36961836,-0.041844018,0.08049865,0.095121846,-0.1212907,-0.0043350607,0.13699704,0.12372689,0.60067374,-0.010129124,0.16281727,0.60966736,0.59135103,-0.1306618,0.2278005
0.056000337,0.39052016,-0.0091769695,0.06990495,0.055011734,0.067212954,0.0983019,0.11229882,0.3882828,0.40989992,-0.031272553,0.14275241,0.6215352,0.40505117,-0.14173825,0.4571735
-0.032127075,0.6009126,-0.11253366,0.14327765,0.106336206,0.13523716,0.0177124,-0.13817722,0.47169966,0.74472326,0.0012755841,0.123477764,0.6904299,0.68930936,-0.012888938,0.24008383
0.014901087,0.36521062,0.044984475,0.100226104,0.014248267,0.030201122,0.013298571,-0.13622679,0.037327684,0.92455935,-0.046461225,0.3844604,0.92771566,0.48623988,-0.04946494,0.43667194
0.054724753,0.7482052,-0.117097184,0.120550305,-0.10439973,-0.07790813,0.042336717,-0.04711341,0.22033077,0.4478442,0.08514181,0.28620595,0.7480601,0.70846695,-0.13827738,-0.015201576
0.10106352,0.20799956,-0.10278256,-0.048041277,-0.14590882,-0.08658711,-0.04241138,0.10785675,0.4841527,0.50847536,-0.06767446,0.4062901,0.70893097,0.14196274,-0.12761323,0.29683572
0.09048885,0.42572647,0.04179053,-0.110970005,-0.026636355,-0.07340548,-0.033550553,0.035707086,0.48340583,0.528942,-0.07345269,0.18882771,0.3693614,0.4595703,0.14801583,0.2970702
0.029622644,0.4073702,0.080653355,-0.097290576,-0.021531448,-0.05559084,0.0016118288,0.026269406,0.32246703,0.6087267,-0.018178105,0.12500079,0.75731087,0.60162324,-0.091941714,0.1255883
-0.13368121,0.40966424,-0.002803415,-0.048816256,-0.040502325,-0.069302365,0.013226345,0.099217236,0.32800266,0.45767456,0.07538675,0.23581013,0.6518394,0.30053362,-0.029983483,0.0755692
-0.13005511,0.16226512,-0.057843864,0.13476744,-0.08532011,-0.11149979,0.007129371,-0.09338558,0.078992054,0.5266751,0.02857703,0.123232216,0.47464007,0.39685273,0.13576242,0.07958762
0.13702586,0.25960076,0.06968211,-0.065038115,0.08468713,-0.13110347,0.14179918,0.030180812,0.4004175,0.41698685,0.11865324,0.24448672,0.4930984,0.3520168,-0.08739878,0.27602568
0.11575428,0.40434885,0.06914976,0.07379776,0.06835052,-0.03549339,-0.095222875,-0.062944815,0.26933515,0.6917504,-0.0026668012,0.23057148,0.64358926,0.49609393,0.13326061,0.20006934
-0.12118883,0.4114355,0.08768846,0.10448536,-0.0552961,0.09329374,0.026558056,0.13485631,0.45256323,0.5921418,-0.12907273,0.30108082,0.80765015,0.5906265,-0.091924265,0.37987265
-0.09581901,0.63788056,0.028049797,0.13139251,0.0673254,-0.1007412,-0.101389244,0.10210571,0.18105644,0.6021397,0.04885046,0.40160042,0.7979511,0.7418841,-0.027183868,0.124456495
0.042921692,0.3389836,0.0008855015,0.00092561543,0.12848258,-0.077248245,-0.03414125,-0.014250115,0.303836,0.6534572,-0.06497586,0.24999256,0.9290044,0.24193901,0.10573232,0.4024011
0.08809042,0.7220712,-0.04906016,-0.053384848,-0.0058386177,-0.09461477,0.112080544,-0.041328587,0.42784068,0.44944352,-0.0065284967,0.14839399,0.6318253,0.75043637,0.09256883,0.41080523
0.07759014,0.5616989,-0.13550249,-0.052859776,-0.0977924,0.07875651,0.14278424,-0.064377636,0.37501812,0.7446742,-0.008650124,0.076594695,0.84631985,0.7694434,-0.0713441,0.20875724
-0.119397074,0.46231455,-0.08288175,0.0022410601,-0.00040213764,-0.09278559,0.09158698,0.0068926215,0.22936335,0.71523917,0.10824755,0.43757302,1.0006826,0.35033044,0.053684488,0.3780775
0.11795282,0.59910655,-0.093342006,0.013885766,-0.12673971,0.07951836,0.013352767,0.07948509,0.17479536,0.4761532,-0.044079,0.1926015,0.6068106,0.75878125,0.011559457,0.14775945
-0.13486831,0.45610356,-0.14681086,0.13378933,-0.062012494,0.05767563,-0.0077714473,-0.06223344,0.13598159,0.3689758,0.099267796,0.37730795,0.91207325,0.34870523,0.012730837,0.3052359
0.10250154,0.50672364,-0.021103024,0.026078105,0.1483387,-0.01118429,-0.07668033,0.11692357,0.01797168,0.6287393,-0.08086304,0.39953566,0.5916954,0.5301895,-0.064783216,0.33682454
-0.07280145,0.47249386,-0.001925841,0.10214239,-0.08134648,0.077096656,0.07628839,-0.054893233,0.2115004,0.1948292,0.13538918,0.18815035,0.7810924,0.6756887,0.1074501,0.37624562
0.026087135,0.6176115,0.06333193,-0.011116877,-0.032186083,-0.055289075,-0.02397719,0.021487802,0.27349973,0.63762903,-0.105767176,0.049426533,0.774465,0.70248723,-0.040955655,0.42755392
-0.0178518,0.5308899,0.09255497,0.116916955,-0.08734147,0.019806042,-0.035012238,-0.13389082,0.18961294,0.39020157,-0.104435764,0.17781237,0.9464915,0.7501602,-0.077866495,0.22035399
-0.14933471,0.45073956,-0.11311971,0.08699836,-0.14578983,-0.08178404,-0.018315181,-0.085535705,0.13274959,0.6641941,0.027531564,0.306483,0.97582006,0.35756922,-0.010030419,0.280104
-0.041831464,0.60570914,0.074444756,-0.1220221,0.12291625,0.010176852,0.12190634,0.13435581,-0.030128665,0.45520303,-0.0024157017,0.21737766,0.6747849,0.5185529,-0.113924995,0.34686896
-0.08736869,0.54977494,-0.02418746,-0.07232702,-0.021513745,0.07859166,-0.13578735,-0.08202121,0.29473382,0.4534195,-0.005697936,0.42197642,0.7161608,0.44839355,-0.14489101,0.28456342
0.10519925,0.4756496,0.062167004,0.055710793,-0.07269552,0.082923606,-0.012074485,0.050283253,0.31655142,0.4401635,-0.067460835,0.102178134,0.69299865,0.59585595,-0.02929999,0.12919956
0.08802383,0.3393341,-0.034424186,0.045026615,0.09769668,0.056241706,-0.12575614,-0.1498408,0.18793775,0.5667897,0.10627934,0.19726059,0.84739625,0.4102707,0.048263356,0.18429711
-0.09980019,0.3875687,0.099053815,0.011686355,0.034010738,0.036353976,0.12086785,-0.106748134,0.22200622,0.40393555,0.003932357,0.25545937,0.5596113,0.45299414,-0.025507629,0.41866073
0.039844036,0.61253524,-0.10075717,0.14172393,0.0016680807,0.015550882,0.0456661,0.025188893,0.026569813,0.5063097,0.013885513,0.31225353,0.74529856,0.5251337,-0.10297432,0.17629614
-0.019044131,0.47212842,0.013825178,0.005196348,-0.11799769,0.086220026,-0.03022562,-0.098657355,0.38133988,0.34506342,0.10239172,0.36637485,0.85595226,0.31544638,0.14216077,0.16900533
0.007428214,0.46496183,-0.10009217,0.016857684,0.06970845,-0.0048667192,0.032980993,-0.06741148,0.44800067,0.669637,-0.08890146,0.084173925,0.658515,0.4698727,-0.0034997165,0.35236758
-0.034898043,0.6943108,-0.085531555,0.036352158,-0.0022288263,-0.08644109,-0.01145044,-0.095169716,-0.07254964,0.63410497,-0.12104311,0.34657994,0.8045858,0.4686795,0.12573022,0.2415221
0.024909586,0.6313843,-0.09502502,-0.070482016,-0.022551388,-0.023935229,0.08702357,-0.028132655,0.39661318,0.33768398,-0.10032083,0.29364207,0.58426696,0.58200127,0.1215187,-0.016041122
-0.12398508,0.006076932,0.041437984,-0.06642073,-0.07585955,-0.14928706,-0.11481341,-0.045812383,0.20322576,0.5985525,0.016815946,0.377218,0.7631367,0.2665603,0.08009024,0.27505767
0.039751902,0.44273305,-0.0144138485,0.12478477,0.111390084,-0.023334265,0.11841041,-0.09978369,0.35992205,0.5014322,-0.07563686,0.14167121,0.5743238,0.49703634,0.036947504,0.28975314
0.14942455,0.46408468,-0.076669,-0.10269758,-0.11984581,0.09600897,0.052647263,-0.039744936,0.099323116,0.75965935,0.14202154,0.13291845,0.78440815,0.6778604,-0.13785566,0.39663416
-0.027707882,0.6628567,-0.09016838,0.09055187,0.0562305,-0.070243806,-0.06799681,0.12815082,0.3336892,-0.0067082196,-0.12730278,0.15998521,0.9295464,0.5076683,-0.14962304,0.3639882
0.095788285,0.7066047,0.07587241,0.09078276,-0.087080866,0.044749454,-0.10065828,0.051994666,0.40237403,0.5540447,0.11638594,0.16798596,0.79837555,0.72031033,0.029575303,0.14488964
0.07775821,0.35708722,0.09274541,-0.14555803,-0.08622649,0.0097735375,-0.05132795,-0.0040096343,0.25917932,0.64645064,-0.09561695,0.1814158,0.73209536,0.31822246,-0.1033515,0.27329633
0.0027645677,0.41689283,0.03969276,-0.06920219,0.13954046,0.06532195,-0.14845315,0.054641426,0.21740037,0.40453124,-0.091702,0.2143816,0.5236416,0.40110528,-0.017822027,0.4221038
0.03524138,0.61917454,-0.05945131,-0.041844808,-0.061780237,0.025268093,0.071557015,0.048288584,0.10544779,0.38960397,0.013506427,0.16602814,0.71275336,0.72523946,0.08595334,0.51638937
0.03783758,0.7127493,-0.10631898,0.14008036,0.012096494,-0.11341553,0.13033295,0.08089049,0.14816672,0.27228034,0.07970233,0.11335434,0.9623289,0.63370925,0.09073436,0.16882674
-0.13706104,0.4653477,-0.074989825,0.0724553,0.12449694,-0.004046902,0.041644067,0.07677989,0.3612796,0.686483,-0.0033220798,0.4696774,0.93525094,0.49390852,-0.09258047,0.2183575
-0.041627042,0.45840144,-0.043090835,0.055493563,0.11970577,-0.1439477,-0.122813635,-0.11393266,0.35554874,0.66138387,0.09988679,0.16064574,0.71659195,0.43021664,-0.034017406,0.302335
-0.08385589,0.6148995,0.027791277,-0.008471027,-0.032764062,0.104238,0.08324511,0.093000114,0.040019587,0.66835904,0.015116066,0.11584446,0.79211736,0.60285604,-0.09226106,0.24914686
0.032205403,0.3961608,0.06860502,0.013433605,-0.09879088,-0.053452156,-0.13023444,0.050311685,0.3544644,0.056823783,-0.0055545717,0.12037123,0.789879,0.39839977,-0.021521077,0.31118193
-0.04679416,0.42789972,-0.12562752,-0.14760983,-0.12778029,0.0432197,-0.0029182583,-0.11646533,0.09870141,0.6287009,0.0063274354,0.34611297,0.7197437,0.6499954,-0.098472945,0.2632747
-0.08937042,0.46073815,0.053230867,-0.10463637,0.13962865,-0.07612859,0.14232713,0.08700162,0.31209564,0.15479863,0.1302377,0.24040861,0.66958666,0.566758,0.11543104,0.24637152
-0.11790997,0.50186205,-0.14249861,0.112585455,-0.041590266,0.08625318,0.114527225,0.10053727,0.2032948,0.3521441,-0.14714476,0.25287127,0.69629574,0.6368951,0.14417899,0.28807586
0.041104868,0.46045655,0.07143304,0.04621224,0.09754521,-0.08350731,0.039860576,-0.044021808,0.24078088,0.58766484,0.0062325,0.4192347,0.8164194,0.6254338,-0.04264246,0.2594224
0.10736865,0.64662564,-0.09678705,-0.11373681,-0.087313615,-0.10694969,0.05790019,-0.08714217,0.24262314,0.64207214,0.037329406,0.2025381,0.65358675,0.3996258,0.018442065,0.42716357
0.08887558,0.75501835,0.13398528,0.03286007,0.0031624287,-0.07692113,-0.008728743,0.0037029982,0.045604795,0.4763139,0.112553924,0.31524515,0.58133036,0.53066784,0.13308704,0.3305044
0.082714915,0.64684105,0.12924084,0.08024727,-0.050379038,0.040523604,0.0646403,-0.04519803,0.34077275,0.19641718,0.03109689,0.39422768,0.5952077,0.48253903,-0.1490439,-0.066332825
0.01747416,0.38699841,0.06663349,-0.13991134,0.00058981776,-0.14255887,0.12559292,0.1472345,0.2586091,0.52389354,0.036048114,0.35710233,0.8007126,0.16653167,-0.021358281,0.1689877
-0.018009394,0.50867236,0.06699872,-0.11231227,0.07980476,-0.1189992,-0.054212578,0.14344347,0.006517872,0.19668958,-0.05371333,0.37942716,0.29572117,0.50709206,-0.109504715,0.07011831
-0.067169525,0.34967873,0.1037606,-0.020115599,-0.039118804,0.009425014,0.008872241,0.118086904,0.4203329,0.26461667,0.06960374,0.25444168,0.79737335,0.23723724,0.07613629,0.35628673
0.11213836,0.5899554,0.060395926,0.05918826,-0.104883745,-0.122727945,-0.091103375,-0.09043208,0.13936266,0.6754735,-0.046624735,0.43259206,0.3971659,0.5658078,0.12564674,0.26589277
-0.08392818,0.5379947,0.06575571,0.09052478,0.10257816,0.051968306,-0.007863581,-0.051436953,0.2453249,0.30604532,0.13618588,0.32164544,0.7473196,0.42930895,0.08754736,0.19943312
0.08485003,0.39561886,-0.110562,-0.08807708,-0.0025626868,-0.05855404,-0.0071048737,-0.03049536,0.34474677,0.68256044,0.11551589,0.24031934,0.5582011,0.58615315,0.02439475,0.39626843
0.031998456,0.48723826,-0.03675183,0.068786755,-0.023065507,-0.14656693,0.08960822,-0.056142658,0.26949358,0.589589,0.11924043,0.43994668,0.7842411,0.7697365,0.14225096,0.014446069
0.019505411,0.17126283,-0.08000538,-0.032629542,0.12826508,-0.07359161,0.03152357,-0.09817688,0.23346862,0.65119004,-0.14963916,0.20787299,0.78311265,0.13081056,-0.07047799,0.26528382
-0.13770467,0.40030384,0.11280149,-0.03422998,-0.044184923,0.02502723,-0.14744796,0.038424075,0.19290605,0.45880952,-0.068003446,0.21456563,0.4063571,0.50924987,-0.12354667,0.43052626
0.072954744,0.51165426,0.14825174,-0.09083068,-0.0382566,0.07489532,0.07545148,0.021860093,0.37402412,0.3881262,-0.14912052,0.21014026,0.7522879,0.73911965,0.13892624,0.36004603
0.091830656,0.457196,0.068578824,-0.018011749,0.07685654,0.1196689,-0.07612953,0.017689705,0.24784729,0.39354467,0.021268338,0.48278424,0.78727204,0.5858737,0.08252205,0.12221889
-0.029164806,0.36077952,-0.12461535,-0.08405001,0.019577831,-0.0010981709,0.13605455,-0.07584406,0.30645913,0.37019077,0.10359791,0.14531739,0.74675524,0.49396968,-0.08555584,0.22605097
-0.117279634,0.6251292,0.1310685,0.101284236,0.084694415,0.039850846,-0.05302625,-0.008155689,0.2757196,0.48114535,0.11594674,0.2288131,0.5773747,0.56262124,-0.0315163,0.14020354
-0.10304949,0.38147083,-0.0870357,-0.123968236,-0.11800951,0.07379611,0.13714603,-0.10713445,0.15803446,0.5707039,-0.08533334,0.26142043,0.78573704,0.46034473,0.05428703,0.42934853
-0.1293908,0.6797683,0.06569052,-0.12716603,0.06728561,-0.04261624,0.07799381,0.11210284,0.31146705,0.1801647,0.059054792,0.19200794,0.6039815,0.7713491,0.057587266,0.33268982
0.009217292,0.45270848,-0.12277326,0.01642926,0.09772849,-0.104709655,-0.035449043,-0.1256763,0.104664356,0.5170982,-0.05091005,0.15629037,0.8018102,0.58472884,0.13691646,0.2098355
0.042881384,0.3903444,0.13050506,0.118394524,0.018352315,0.043015808,-0.017180055,0.067030326,0.39892465,0.49786705,0.046464518,0.46180883,0.7539824,0.5065075,-0.04604713,0.25758418
0.13889658,0.6236993,0.074670166,-0.018200502,-0.021350086,-0.13745788,-0.008333474,0.024915472,0.14797923,0.7971321,-0.07468998,0.3669809,0.75568616,0.3754737,-0.08682862,0.05509764
0.011491001,0.31945437,-0.11066325,0.022099376,-0.008267164,-0.042090707,0.14083704,-0.075375386,0.2780068,0.45465738,0.020934671,0.3414084,0.52169955,0.23304352,-0.14399502,0.014658198
