A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q
0.0894634,-0.1026691,0.107755065,-0.05001013,0.09527908,0.009848192,-0.020930514,0.06494965,-0.11470686,0.12978002,-0.12246343,-0.078850776,-0.11181861,-0.14218262,0.0028132051,0.13592672,0.121604025
0.10765332,0.21168943,-0.01592204,-0.10268217,0.056860745,0.030255467,-0.12430428,0.07912755,0.1346724,-0.13266727,-0.13795143,-0.037367843,0.028395638,-0.029765226,0.22711484,0.007873699,-0.1464326
-0.122991376,0.060017616,0.027075589,-0.10394819,0.06540449,0.07856305,-0.10899259,0.030699149,-0.12299826,-0.122849196,-0.11573761,0.055218503,-0.10378574,0.027026057,0.19232628,0.12849471,-0.055066988
0.06931315,0.20866759,0.009763807,0.057764843,-0.102600455,-0.051595382,0.14515963,-0.06910778,0.10797894,-0.042211264,-0.04052984,-0.0174938,0.030676141,0.10358733,0.1478661,-0.021477625,-0.12962095
-0.07871572,-0.11038019,-0.13525985,0.11986685,0.014923185,-0.0033478588,0.13340935,0.07020402,0.07242702,-0.00029155612,-0.057752937,-0.06260294,0.03923984,-0.054958753,-0.19214247,-0.14994079,0.13781473
0.093861654,-0.0063964427,0.07255314,-0.12531874,0.0054098517,-0.0014810413,0.047577024,-0.12892851,-0.12075234,0.10181836,-0.029623501,-0.08245912,0.11259556,-0.057307705,0.1179955,0.059399173,0.07373175
0.059281915,-0.06380032,0.12541357,0.022310376,0.10435361,-0.008788705,-0.05655256,-0.026402414,0.11808568,-0.10123439,-0.13829541,-0.06971425,0.07477172,-0.06557858,0.07070345,0.07461983,-0.04074537
0.053279564,0.22876352,0.036335513,0.05629465,0.08054903,-0.14262906,0.05190082,-0.0676851,-0.121777676,-0.12658638,0.09053834,-0.015118986,0.13318232,0.011765391,-0.03647831,-0.12723523,-0.006205499
0.08315019,0.056455523,0.0055924803,-0.12839395,-0.05980543,0.114582,-0.086838074,0.03173098,0.12191117,0.10598086,0.08474645,-0.09032708,-0.12571788,-0.02974663,0.13175084,-0.017515108,0.13322693
-0.0971975,-0.13499478,-0.04672067,-0.117574856,0.029920816,0.13358268,-0.12873419,0.0019167066,-0.08269308,-0.010466389,0.11550254,0.1338239,-0.07673307,0.07634409,0.06595483,-0.005152002,-0.14788282
0.05764161,0.07959296,0.027941436,0.03953299,-0.016022816,0.025570467,0.015271336,-0.13538796,-0.10340553,-0.23960786,0.1138646,-0.107420616,0.059384987,0.11544034,0.042068064,0.008011416,-0.08497501
0.14276981,-0.13368176,-0.06849405,-0.12949073,0.10668048,-0.027957521,0.09773187,-0.016664863,0.11793959,0.11179216,-0.12014952,-0.12566002,-0.022538498,0.08162165,0.0040057898,0.12656468,-0.12427054
-0.09273754,0.11583701,-0.041926973,0.08665292,-0.07170988,0.050478086,0.07814911,0.017701045,-0.021475554,0.15576458,0.013089597,0.137389,-0.03790403,-0.118442565,0.10203388,-0.09706749,0.11535907
-0.08688117,-0.08498048,0.001389116,0.07795796,-0.14335744,-0.019004166,-0.11506291,0.1055516,0.10214606,0.07513979,-0.04736261,0.08087243,0.08541313,0.08774552,-0.17851192,0.14766094,0.08993286
0.01650691,-0.29256165,0.10750699,-0.03879583,-0.04974597,0.013178825,0.05883926,0.0031811744,-0.008707017,-0.14266625,0.05434674,-0.06553799,0.02661568,0.023244724,-0.06782,0.1479387,0.08157332
0.07194458,0.04963667,-0.009741634,0.018666655,0.060864076,0.013260394,0.052968726,0.14571312,0.048883155,0.10240449,-0.014337003,-0.013740689,0.09962767,0.10118064,-0.07718213,-0.053412043,0.08773154
0.13688084,0.19899465,-0.05585497,-0.10538879,-0.04242497,0.12748784,-0.10521336,0.14569715,0.14202988,0.054484874,-0.08659961,-0.08121731,-0.073326856,0.058845118,0.13109027,-0.06549069,-0.10046148
-0.06928018,0.07700459,0.023977399,0.10647684,0.12467724,-0.14801994,-0.017934307,-0.008829504,0.0849811,-0.20478787,0.055866197,0.10044733,0.031019956,0.14113349,-0.06588519,-0.051583312,-0.0763609
-0.09308559,0.24727324,-0.02123925,0.13226709,0.1489287,-0.01818858,0.07987392,-0.03420519,0.08723985,-0.101138815,-0.00038346648,0.10645428,0.13053212,0.107590914,0.1055423,-0.10454479,-0.084910244
-0.14678434,0.021282583,0.004321784,-0.103147104,-0.08273399,0.11367571,0.06777476,-0.0313304,0.05296068,0.10163155,0.14745626,-0.040401295,-0.14859782,0.011011377,-0.00037914515,-0.14314532,-0.043650895
0.09937295,-0.07705791,-0.013057679,-0.092178285,0.053219363,-0.03837771,0.09010941,0.11731419,0.11363503,0.20257293,0.06837933,-0.013038024,0.026897356,-0.13078316,-0.095903024,-0.067073256,-0.10456365
0.006288767,0.18090187,0.09090677,0.1480731,-0.0690475,0.022739142,-0.12390565,-0.011763215,0.10682514,0.15370192,0.07206835,-0.00955677,-0.08318392,0.0065933913,-0.0357081,-0.07126771,-0.066940755
-0.14656211,-0.1775521,-0.0025250912,-0.13825962,-0.11453104,0.14314455,0.04405439,-0.104341775,-0.004790336,-0.14496487,-0.12855512,0.07597308,0.10106152,-0.107458636,-0.13434029,-0.031282783,0.08233233
0.09069505,-0.20074196,0.013009697,-0.0029501617,0.06247203,-0.1280823,0.1355575,-0.14568922,0.08746126,-0.08447121,-0.06273628,-0.08997716,0.11917603,-0.05461412,-0.09692599,0.013142005,-0.011005133
-0.023872226,0.13737537,-0.09333505,0.023567557,0.1150651,-0.0654483,-0.07975787,0.038151473,0.0027204454,0.18808469,-0.082834736,-0.12665305,0.057239413,0.00018882751,0.026462696,-0.085679434,0.013694286
0.07550199,0.12538318,0.0108394325,0.061609104,0.08651741,-0.10867417,0.13680136,0.010975853,-0.1353815,0.053325444,0.014512971,-0.1348064,-0.11800855,-0.054376677,0.055303693,-0.010381773,0.021219611
-0.06400213,0.23012002,0.040377587,-0.1349067,-0.11031395,-0.03388288,-0.09447312,-0.14063607,-0.10762402,0.18120387,-0.087340385,0.08768785,-0.13108325,-0.04215791,0.008314438,0.027369201,-0.10860136
0.024218902,-0.008514106,-0.06322514,0.029981568,-0.0067956597,0.13790455,-0.012197912,-0.050047785,0.06400429,-0.14324188,-0.13842799,-0.01406467,-0.119097166,-0.10838911,-0.1533157,-0.07982776,0.06852165
0.008538783,-0.11777176,0.0027509779,-0.07357147,0.056492463,0.06399767,0.057585463,-0.09381232,0.06046231,0.05143492,0.12267226,-0.06956365,-0.09462866,-0.025874414,-0.14188354,0.11000478,-0.08816588
0.016995266,0.022806332,-0.08038087,-0.070689976,-0.0016767979,-0.017536849,0.004299909,0.12184143,0.08885646,-0.041852668,-0.14358203,0.012322679,0.08786051,0.14125961,0.042080477,-0.10650951,0.02695246
0.10409433,0.09039384,-0.07654852,0.06003143,0.08796747,0.13324592,0.13492239,-0.06745951,-0.115343004,0.0131162405,-0.057092965,0.09380299,0.0833911,0.06839849,0.09535055,-0.04364761,-0.09544634
0.11143309,0.2331623,0.08935343,0.025464654,0.066012904,-0.05855704,0.04306668,0.028300613,0.042190894,0.11281565,-0.1464248,-0.06663988,0.019665182,-0.1282148,-0.05913864,-0.093798,0.06674218
0.12908697,0.033859298,0.016969427,-0.08104681,0.07812655,-0.04711157,0.10718462,-0.0047560185,0.11702901,-0.004482202,-0.12537555,-0.013521194,-0.1389885,0.13084951,-0.022177681,-0.11484231,0.1154156
-0.09311499,-0.048849657,-0.115965396,0.09696786,0.100985795,0.14349088,-0.1422385,-0.0975329,0.0012324601,0.18901934,0.057297587,0.07251218,-0.14934707,-0.089690745,0.14587499,0.1453265,0.09110357
0.08680734,0.039675146,0.05983594,0.009705603,-0.048226885,0.112496346,0.121796906,-0.04044448,-0.13248268,-0.18639193,-0.14642514,0.14729726,0.06171085,0.11340651,-0.04487425,-0.018891007,0.12820798
-0.09077506,0.05843935,-0.015825152,-0.082237154,0.11269975,-0.09218719,-0.11531456,-0.13781825,0.09715365,0.12788111,0.054264903,0.06654577,-0.013437703,-0.009567991,-0.16432458,-0.12844965,-0.13271108
-0.014400661,0.15968065,0.12336302,-0.08265415,-0.031165391,0.10493344,-0.0013721585,0.07141659,0.1170474,-0.002895847,-0.11878467,0.099805266,-0.03228786,0.12041208,-0.026715979,-0.027419977,-0.08197895
0.14193511,-0.02228479,0.118599236,-0.067182094,-0.050407186,-0.021025687,-0.13910815,0.020748481,-0.10478683,-0.11830509,-0.07559079,-0.008153766,0.04169911,-0.07169294,-0.14263022,-0.019210935,0.14842486
0.10881144,0.03826344,-0.12071373,0.14946517,-0.07118699,-0.059808098,-0.02576033,0.029442415,0.0641381,-0.15984216,0.05711399,0.13671944,-0.08999683,-0.07065752,-0.037643746,-0.0072534084,0.05456221
0.12824827,-0.176396,0.0034818798,0.08776109,-0.02487795,0.1434874,0.14606047,0.10025054,-0.007968023,0.09356185,0.09396602,0.013706893,0.1365298,-0.12134967,-0.103271626,-0.10593932,-0.03195253
0.14291438,-0.14093757,-0.101412416,0.044060484,-0.011248186,-0.027181312,0.116059095,-0.02180925,0.015195429,0.28498006,-0.11153749,-0.13293642,0.14408255,-0.040937483,-0.012545422,0.05999668,-0.009533092
0.07008569,-0.09361117,0.03852342,-0.119461484,-0.050664194,0.09967908,-0.0708451,-0.08305714,-0.103821896,0.24934411,-0.006819427,0.041571245,-0.1267575,0.07847616,-0.118490934,-0.061028033,0.038248524
0.056782782,-0.04072378,-0.08733228,-0.019409776,0.120414555,0.07529181,-0.05793824,0.068848476,-0.048172973,0.058693767,-0.0763795,-0.03011819,0.12107128,0.07866414,-0.035476573,-0.12610912,0.1150676
-0.02669885,0.12230459,-0.07731679,-0.034755938,-0.04533361,0.049670354,-0.0758994,-0.14352523,-0.099611185,0.05646629,0.09848054,0.015427247,-0.019862503,-0.016981214,0.2572668,0.14970037,0.078838214
0.14741495,-0.19528365,-9.685755e-06,0.08775766,-0.04084477,0.03105715,0.1365222,-0.1314738,-0.023536205,-0.18850616,0.12055248,-0.11691606,-0.026894137,-0.049478196,0.039584026,0.07044463,-0.004162237
0.0016119778,-0.1764375,0.13506353,0.020838767,0.11466771,0.06102167,-0.13008931,0.10412568,0.02411127,0.060249723,-0.053179406,0.04081233,-0.06461186,-0.047302417,0.101854414,-0.027569018,0.09272678
0.11241269,0.2634948,0.14661285,-0.052999876,-0.030422904,-0.14833468,-0.1209524,0.013074219,-0.009365708,-0.1317815,-0.035521768,-0.06121041,-0.087975875,0.102265656,0.23402521,0.04987085,-0.015135616
-0.016422346,0.02220095,-0.051150158,-0.11343433,-0.088213876,-0.07702568,-0.070281625,0.13620949,-0.14661485,-0.18322259,0.13221815,-0.09984863,-0.14841984,0.058306918,0.0022843853,-0.11657864,-0.06011392
0.09299931,-0.08587791,-0.004820004,-0.07890655,-0.08223637,0.033798084,-0.06791768,-0.07328128,0.077633545,-0.075898156,0.008485362,0.05715297,0.07657085,-0.14956583,-0.11551166,0.01321727,0.019774914
-0.12629552,-0.10950353,0.120465726,-0.014441609,-0.0327053,0.121267766,-0.0627427,-0.08344126,-0.021555856,-0.13022682,-0.09851314,-0.075740434,-0.058261395,0.14476812,-0.1872876,-0.033608794,-0.13415192
-0.053188406,-0.15512341,-0.14392908,-0.06455888,-0.13198145,-0.058764197,-0.14854573,0.018200591,0.029217198,0.017127417,-0.08585379,-0.008197784,-0.101458386,-0.12324265,0.00021731108,-0.0038853586,-0.030716144
-0.14987753,-0.12161732,-0.11207979,0.06840232,0.027753979,0.096027106,0.002668336,0.00867863,-0.07633817,-0.2982511,-0.06378689,-0.10810002,0.0461158,0.12459025,-0.15276237,0.053603485,-0.02934482
0.13342068,0.06430155,-0.02971296,0.00010494888,0.14325443,0.10698208,-0.022408888,-0.14531766,0.13675621,0.07689232,0.07021205,0.0018748045,0.12633392,0.060015306,0.028223485,-0.011633545,0.12379834
0.07778451,-0.0019250959,-0.03851956,0.040339276,-0.14852846,0.099478796,0.024030864,0.09007786,-0.09426501,-0.004387319,-0.00853838,0.02618049,-0.022215217,-0.048989996,0.24217822,0.06852746,0.038475364
0.11711395,-0.002532661,0.103519976,0.093611255,0.002592057,-0.13023412,-0.092456125,0.031003982,-0.048745625,-0.06877699,-0.06028142,-0.02388981,0.07361314,-0.058423936,-0.01908052,-0.07855591,0.0013699085
0.056594923,-0.057836182,0.018500417,-0.14238283,-0.0544359,-0.007812187,-0.14884284,0.050164104,-0.07037982,-0.15769775,0.13462222,-0.039997585,-0.12944438,0.12691408,0.027870506,-0.0076141655,-0.03022825
-0.073351085,-0.18445131,-0.13908906,0.028903201,-0.048541225,0.12465182,-0.07930341,0.010419324,0.1098305,-0.2611321,0.12523368,-0.009813696,0.071710825,0.0397951,0.014959596,-0.03658151,0.047518596
0.029837593,-0.121521,-0.065359265,0.08035125,-0.13372177,0.0023810714,0.09306592,-0.006412357,-0.0009512305,0.026940525,0.018450439,0.054937348,-0.05985707,-0.08151872,-0.01764708,0.13725892,0.10055938
0.0817558,-0.07115944,-0.009270981,0.03703639,0.13914293,-0.0886861,0.045632973,0.067840144,-0.09633502,0.070023835,-0.033321336,0.099054605,0.04774724,-0.1399868,-0.08053556,-0.010597125,-0.08158526
-0.021809116,0.043298617,0.05720344,0.12140527,-0.10734312,-0.076624475,-0.10233116,-0.06595188,-0.11652157,0.06298761,0.058637723,-0.047772788,-0.11333294,-0.056688458,0.26166967,-0.050840452,0.104017854
-0.051697575,-0.002072826,0.067019925,-0.11810006,0.14098766,-0.0107411,0.09057379,0.016786888,0.12330449,-0.22253595,0.05746737,0.066939905,-0.070046805,0.037203595,0.007705316,-0.07938114,0.1358344
0.08724797,0.15202136,-0.08470865,-0.03421694,0.0025437027,0.028785586,-0.035472505,-0.113535896,0.09346996,0.118173,0.1005429,-0.07831046,0.060329154,0.015887246,0.2664282,0.102760345,-0.0043210685
-0.0700119,0.06814736,0.053644195,-0.13895905,-0.06789451,-0.1254609,0.10331693,-0.10694173,-0.049028583,-0.18314156,-0.029580817,0.0902195,-0.13940357,0.10110515,0.034872964,-0.14220516,0.10626337
-0.055338584,-0.04493121,0.11919919,0.06396751,-0.0014911592,0.057240903,0.037310615,-0.10446559,0.0069615245,-0.029952466,0.015943676,0.10361108,-0.11422534,0.011624068,-0.1305593,-0.14645761,-0.06933639
-0.13394317,-0.06723681,-0.008593559,0.12096086,-0.03091845,0.024912506,-0.072073445,0.13634941,0.0135085285,0.0041323155,0.07011747,0.1414817,0.036105826,-0.11533946,0.12784004,0.048140153,0.016925246
0.10329941,-0.021425053,-0.007899165,-0.07902444,-0.05149196,0.0017147064,0.11229524,-0.02790483,-0.12484348,-0.052222848,0.11455768,0.1389648,-0.038892977,-0.05525043,-0.14226517,0.13766953,-0.14829752
-0.12029799,-0.07198171,0.07583812,-0.08170628,0.14456376,-0.13717316,-0.06690032,0.14809787,-0.052357398,0.083233505,-0.022711158,0.09759684,-0.13535051,0.0089933425,-0.12075661,-0.1089488,-0.026634693
0.02373901,0.23288788,-0.007347569,0.062481657,0.031134516,0.08304401,-0.047343835,-0.08659292,0.14549822,-0.21254012,0.038991943,-0.022733986,0.012601823,0.13226843,0.019824587,-0.042889558,-0.047826953
0.10819188,-0.08425371,0.05830641,0.054213002,0.07783823,0.13724008,0.10952562,-0.045272596,0.03519298,0.00989072,-0.048480876,-0.03305742,-0.13288243,0.09318285,0.117734775,0.09748766,0.09931952
0.045537025,0.012555316,0.029902622,0.027767673,0.09941371,-0.09018192,-0.0607635,-0.13686478,-0.006043792,0.09797832,0.07202375,-0.11292133,0.10930216,-0.12728475,0.046683066,0.12770543,-0.14610715
0.11157021,0.10786675,-0.09692927,-0.018559515,0.09110728,0.112564296,-0.014537573,-0.05766458,0.12100536,-0.07988822,-0.039416693,-0.019845188,-0.008504093,0.037678525,-0.0100149885,0.024881452,-0.012641221
-0.07174301,0.03443896,-0.14787424,0.11947268,-0.043776356,0.0117382705,0.008216679,-0.012092888,-0.049638376,-0.13182807,-0.060044527,0.067230195,-0.04421266,-0.06959778,-0.019611165,-0.07997593,0.09241904
0.09224069,0.028251998,0.083492026,0.052725703,-0.14632997,-0.025980502,0.13272884,0.040336207,0.0044462383,-0.12347317,0.13485631,-0.011452511,0.015897691,0.004441276,-0.02517245,-0.026943862,0.14063105
0.0790277,-0.14812283,-0.14071858,0.003159523,0.058541223,0.018203765,0.11929017,0.059562653,0.07974222,0.19001837,-0.06671697,-0.030611373,-0.09517604,-0.12799782,-0.22396109,-0.07967182,0.13810009
-0.10278815,0.12103462,-0.10842043,0.058004186,-0.14349547,0.011439696,0.12739244,-0.012629986,-0.015174136,0.051908217,0.12655145,0.1338192,-0.04606115,-0.05220437,-0.07059452,0.02686061,-0.09977859
0.11288884,-0.22160482,-0.03395199,0.08489357,-0.0681366,0.054025233,-0.033746555,-0.114770964,0.0022732466,0.24868873,0.030423552,-0.046893544,0.08076942,0.04374689,-0.1021276,-0.044133298,0.12164521
0.0065815747,-0.19334263,0.14067623,-0.14479448,-0.129021,0.10586426,-0.12578177,-0.012709573,0.12354237,0.09599663,-0.028940178,-0.08345236,0.06737165,-0.10500927,-0.18249694,-0.08762665,0.09446399
-0.09989369,-0.26443285,-0.046311364,-0.04740318,-0.008703843,0.13207835,-0.05326184,0.11094412,-0.09207713,0.016143888,0.05797994,0.09365755,-0.1493663,-0.054355577,-0.16694927,0.14040771,0.052919194
-0.029537417,0.014389619,0.14916044,0.018093899,0.061025575,0.025470868,0.050539613,-0.14046906,0.00045517087,-0.06530181,0.14424038,0.11872369,-0.058329523,-0.024120599,0.11548655,-0.049395345,-0.14535828
-0.13172302,0.06265922,0.089085385,0.07698852,-0.102729276,0.09807868,-0.0016030669,0.13147596,0.095369145,0.07935938,-0.08138803,-0.1010847,-0.101917565,-0.111530185,-0.07795666,-0.116567865,0.016354486
-0.1256918,-0.17927855,0.019155726,0.08123106,0.009537131,-0.09035866,-0.11224115,0.044423297,0.044007614,0.053604946,-0.11488624,0.09046668,-0.11656897,0.0141733885,-0.20150721,0.052642345,-0.025556587
-0.096136495,-0.011825293,-0.12586378,-0.07186289,-0.09679502,-0.07658912,-0.011241913,-0.042659268,-0.11539136,-0.14336021,0.1195502,0.12146744,-0.102144554,-0.120398596,-0.038774267,0.0343609,0.135133
-0.13020925,-0.17582873,-0.08961193,0.106191516,-0.108321786,0.039041966,-0.055129483,0.14531478,-0.12656261,-0.100139156,-0.03508108,0.12380409,0.030788109,-0.065086454,-0.07980019,0.041039005,0.088241816
0.14380473,-0.24562342,-0.11285257,-0.04279504,-0.05189257,-0.0058906972,0.0063269436,-0.015685007,-0.05593568,-0.1999693,-0.02268824,-0.047624104,-0.038841873,-0.031728104,-0.21646845,0.14227009,-0.11861902
0.021732584,-0.1866371,-0.107306175,-0.069065936,-0.0061027557,0.097542346,-0.07989632,0.081461385,0.0072691143,-0.03431782,0.07253657,-0.0076936185,0.074665695,0.08806093,-0.090325765,-0.060583256,0.14603728
0.049946085,0.056186154,-0.14946318,0.02748093,0.120679736,0.08759968,-0.09381354,0.0060723573,-0.1226708,-0.042512424,-0.053117268,-0.06881258,0.05238302,0.014313042,0.0006772727,0.059634373,-0.051569223
-0.08320424,0.11419052,0.027291775,-0.011313051,-0.0581742,-0.1040981,0.14227289,0.10300803,-0.01787363,-0.18301769,-0.11998421,-0.040121377,0.107551694,-0.011900365,0.027415618,-0.06655342,0.11143929
0.13297176,-0.058978297,-0.08520041,-0.046246827,-0.021616638,0.11804992,-0.0849773,-0.11142571,-0.10899346,0.18728425,-0.07244999,-0.057156928,0.14324075,-0.045484386,-0.14774674,-0.05841358,-0.11216553
0.031184465,-0.0010165423,0.13854122,0.046526805,-0.13764456,0.10107684,-0.14919457,-0.041947477,-0.12514628,-0.22540969,-0.022355124,0.06462391,-0.096460804,0.071515486,-0.12290792,-0.043780558,0.14699152
-0.11642774,-0.09927127,0.10471165,0.0028444976,-0.13293526,0.13117242,-0.11777204,-0.11784765,-0.04787475,-0.04165587,0.024330795,-0.05047708,0.060430765,0.14247683,-0.13422316,0.10714257,-0.119232744
-0.045954183,-0.0849998,0.030584678,-0.03326635,-0.14765525,-0.039619073,-0.07684928,-0.103079304,0.098385274,-0.12729146,-0.063898265,-0.100660734,0.11995867,0.1451348,-0.14204411,-0.009580255,-0.14611377
-0.045208924,-0.15013221,0.018433303,-0.07909733,0.13544655,0.087453246,-0.10411778,0.12428054,0.10273996,0.06636566,-0.13057482,0.035878092,0.03520456,0.09171265,-0.014197767,-0.035428494,-0.07068771
0.13767797,0.073634036,0.049224436,0.090207964,-0.048232965,0.07487218,0.017697215,0.09159222,0.020035133,-0.124234945,-0.09854585,-0.053758554,-0.1218801,-0.09981593,0.09270063,-0.114234895,0.13647851
0.11401588,0.091186084,-0.06288886,0.14772096,0.09348349,0.0295998,0.050558925,0.09825201,0.04703273,-0.044635534,0.04764037,-0.068191625,-0.10228923,0.09063324,-0.10964259,-0.07336429,-0.09773153
0.009833008,0.15089265,0.04977183,-0.12953416,-0.06435557,0.04254642,0.036657035,0.074709535,0.11396441,-0.044115335,-0.14093384,-0.047079116,-0.03285926,0.01851438,0.17178439,-0.12981905,0.019871041
0.04815562,-0.2045676,-0.09552835,0.14655036,-0.058153957,-0.08264482,0.097075686,0.09615125,0.050918296,-0.110484555,0.13053018,-0.023280859,-0.14652848,0.07676907,-0.1819225,-0.09070947,-0.1388622
0.09792259,-0.022973225,-0.08690284,-0.024670571,-0.10574159,-0.12087724,-0.0015308559,0.092776954,0.065531954,0.1167676,0.107215434,-0.10064643,-0.10021636,0.12767449,0.02716966,0.029544622,-0.028390095
0.045903385,-0.07474133,0.0062431693,0.122843504,-0.040064834,-0.066105835,0.06649354,0.08578949,0.04517153,-0.11333382,-0.05867912,-0.12190001,-0.04140476,0.065507516,-0.14878468,0.13124442,0.09080574
-0.11559132,-0.05361437,0.0051202327,-0.06619665,-0.09937331,0.08854398,0.048293173,-0.09735786,-0.04929337,0.08231345,0.009796679,0.012516141,0.07455617,0.13641581,-0.13501157,-0.14525709,-0.07573248
-0.14032456,-0.14203313,-0.017051667,0.12286416,-0.075630516,-0.016537964,0.063754484,-0.066482395,0.0909826,0.16518414,0.13304666,-0.04258132,0.09459551,-0.07548863,-0.0117446035,0.13556194,-0.034125336
-0.037967227,-0.17293519,0.0389359,-0.077806234,-0.07774149,0.1175302,0.022034809,0.08570844,-0.12708196,0.116624445,0.06557833,-0.011004418,0.09640269,0.07318644,-0.11188116,-0.02276957,-0.04888224
-0.13485566,0.030259416,0.12049645,0.06563522,-0.010227174,-0.14250581,-0.0923868,-0.14280067,-0.015064821,0.0039761066,0.060347274,0.11230567,0.10962266,-0.08688854,-0.17877279,-0.03177858,0.08631228
0.11656198,-0.04145608,-0.124405205,0.0769334,0.060750782,0.06976552,0.0113547,0.033160537,0.0700742,-0.07308613,0.050548866,-0.099572204,0.11067617,0.13574064,-0.07574859,-0.096402794,0.14242688
0.13375342,0.024677701,-0.11732283,0.11609894,-0.11520555,-0.039785318,0.13509217,-0.09430227,0.09747586,-0.016815938,0.10143131,-0.06666979,-0.05892785,-0.08148893,0.054074585,0.010378793,0.14525205
0.11090812,-0.16747995,-0.13454348,-0.08660454,0.013971999,0.09047395,-0.013078645,0.13874099,0.13928163,0.0791545,0.12718591,0.084130004,-0.068743,-0.13548544,-0.19129771,0.08494796,-0.07568827
-0.10464721,-0.045854464,0.04820159,0.101088375,0.05705136,-0.117475234,-0.11691478,0.054137185,0.042655274,-0.12504113,0.11491105,0.024948046,0.03476891,0.07143085,0.054254323,0.120511204,-0.035094433
0.016470298,0.0992267,-0.11477339,-0.07095698,0.07577363,0.10514885,-0.05010914,-0.049772464,0.13625813,-0.14284247,0.112752646,0.13257626,-0.12767123,0.09556532,0.066953614,0.10470888,-0.14053808
-0.058661863,0.20739502,0.14963901,0.03348303,-0.13198191,0.058178425,-0.117690526,0.07535647,0.034228235,-0.054285787,-0.059968226,0.042221203,-0.07644834,0.025613472,0.1662874,0.12255138,-0.07837088
0.03169523,-0.079147875,0.014090374,0.0732453,-0.11582251,0.14227599,-0.09516984,0.024855405,0.10034904,-0.08122171,-0.054144166,0.059408262,0.04936649,-0.042263657,-0.21822211,-0.08774513,0.099118054
-0.12155021,0.029357508,0.08716734,0.09943628,-0.1426309,0.077477455,-0.090815365,0.10559136,0.11156294,-0.17827001,-0.05362671,-0.13102,-0.037719928,-0.08209202,-0.18590894,0.047100306,0.09879096
0.052674174,-0.05439861,0.12438756,0.14680144,0.02977097,0.03974791,-0.044303246,-0.039005026,-0.030006163,-0.00075663626,-0.14591384,-0.016567007,-0.04455983,-0.091940984,-0.0021589696,-0.07666111,-0.0627192
-0.11686975,0.060140014,-0.04833947,0.0675887,-0.10480566,-0.14491978,0.08696471,-0.14164296,0.14437965,-0.09210971,-0.14678988,-0.09609586,-0.121186465,0.043030947,-0.104736865,-0.034080416,-0.04977125
-0.06399933,-0.07277675,0.08108136,0.056942314,-0.08310518,-0.06489192,-0.14661615,-0.088014945,-0.119219206,0.104699835,-0.104176104,-0.08972004,0.13540933,-0.06565106,-0.056912437,0.09413196,-0.14344963
0.0040833354,-0.034091115,0.0114990175,0.07691485,0.10316154,0.14953095,-0.02611506,-0.07681439,0.08725007,-0.12636654,0.017209426,0.07066102,0.09592591,0.0902313,-0.19869554,-0.1190265,0.14331654
0.061823487,0.21488568,0.02239053,0.065246075,-0.020624697,-0.007326126,0.124804854,0.09620462,-0.068512976,-0.072539054,-0.045493558,-0.08555129,-0.14409441,0.063929886,0.09788734,-0.12122477,-0.0348896
0.07548788,0.03694558,0.08464666,0.031791583,0.037532195,-0.12438284,-0.14648373,-0.008942246,0.04231526,0.2590852,0.003466338,0.042829484,-0.0088112205,-0.14798173,-0.07067032,0.032997057,-0.12690137
0.06074463,-0.06649198,0.081179366,0.015230224,0.120324016,-0.021330863,-0.04782007,0.016099438,0.017125309,-0.11661066,-0.14767666,0.14269006,0.10579038,0.0997743,0.15778466,-0.13482371,0.1266714
0.005968064,0.08837542,0.12774718,0.047224045,-0.08592961,-0.056102946,0.11244273,0.07930125,0.120174915,0.062128894,-0.12755653,-0.10116407,-0.01761967,0.13084292,0.18243259,-0.0041165054,0.09629819
0.14933467,-0.21599641,-0.11949628,-0.033478044,-0.08545168,0.109482944,0.004664123,0.036302596,-0.027641289,0.095630735,0.07751572,0.012188911,0.13212803,0.07668078,-0.04230053,0.11324379,-0.035369076
0.1438671,-0.0015372932,0.06304753,-0.042044096,-0.08237153,0.018003672,-0.12055044,0.054158702,0.039455608,-0.121240616,0.07785459,0.06540567,-0.0044768453,0.06521644,0.011349857,-0.059373915,0.008114308
-0.080725305,-0.20231968,0.060557216,-0.08276405,-0.026736602,-0.12769118,0.027253374,-0.123058036,-0.082419455,-0.06026092,-0.06780559,0.09715007,0.009954914,-0.10393271,-0.034935623,-0.07418525,0.0628895
-0.14472118,-0.07753673,0.14635763,0.13279894,0.09698528,0.12999728,0.13839936,0.073798195,-0.100478366,-0.09422429,0.13017407,0.115024835,-0.13735402,0.11961669,-0.15171964,-0.07001481,-0.11051351
0.08157292,0.20062828,0.03801647,0.05051583,-0.007301092,0.1270153,-0.035522573,-0.057236537,-0.014685243,0.04139486,-0.12012905,-0.017871365,0.13788599,-0.10568866,0.22287875,-0.0240812,0.09743588
0.024528608,0.052207068,-0.02005364,-0.14364597,-0.025880747,0.08121157,-0.13375358,0.13113499,-0.02495502,-0.1589845,-0.08515874,-0.05555474,-0.08000904,-0.07755275,0.13979644,-0.0474201,-0.043167852
-0.062166654,-0.11845936,0.03623797,-0.12933612,0.040783882,0.01333271,0.0075850785,0.114970535,0.12108186,-0.25808695,0.14672086,-0.06285358,-0.13621151,0.07488014,0.073153,0.008178264,0.12925345
